lemma,pos,sentiment,markedness,n_synsets
słabiutki,ADV,negative,- s,22
słabosilny,ADV,negative,- s,2
słabowidzący,ADV,negative,- s,2
słabowitość,VERB,negative,- s,2
słabowity,ADV,negative,- s,2
słabość,VERB,negative,- s,6
słaby,ADV,negative,- s,32
sława,VERB,positive,+ s,2
sławetny,ADV,negative,- s,2
słodki,ADV,positive,+ s,10
słodki jak cukier,ADV,positive,+ m,2
słodki jak cukierek,ADV,positive,+ m,2
słodycz,VERB,positive,+ m,4
słodziuchny,ADV,positive,+ s,11
słodziuteńki,ADV,positive,+ s,9
słodziutki,ADV,positive,+ s,11
słodziuśki,ADV,positive,+ s,11
słodzić,NOUN,negative,- s,2
słoik,VERB,negative,- m,2
słomiana wdowa,VERB,negative,- s,2
słomiany wdowiec,VERB,negative,- s,2
słonawy,ADV,negative,- s,2
słoneczny,ADV,positive,+ s,8
słoniowaty,ADV,negative,- s,8
słoniowy,ADV,negative,- s,4
słonko,VERB,positive,+ s,2
słony,ADV,negative,- s,2
słowiczy,ADV,positive,+ s,1
słowikowy,ADV,positive,+ s,1
słowność,VERB,positive,+ s,2
słowny,ADV,positive,+ s,3
słowo,VERB,positive,+ s,2
słowolejstwo,VERB,negative,- s,2
słoń,VERB,negative,- m,2
słońce,VERB,positive,+ s,2
słuch,VERB,positive,+ s,1
słuchać się,NOUN,positive,+ s,1
sługa sług bożych,VERB,positive,+ s,1
sługus,VERB,negative,- m,2
słuszność,VERB,positive,+ s,3
słuszny,ADV,positive,+ s,6
służalczość,VERB,negative,- m,2
służalczy,ADV,negative,- s,4
służalec,VERB,negative,- s,4
służalstwo,VERB,negative,- m,2
służały,ADV,positive,+ s,2
służba,VERB,positive,+ s,2
służbista,VERB,negative,- s,2
służbistość,VERB,negative,- s,2
służbisty,ADV,negative,- s,1
służebność,VERB,negative,- s,2
służyć,NOUN,positive,+ s,2
słyszący,ADV,positive,+ s,1
tabletka stulecia,VERB,positive,+ s,1
tabu,VERB,negative,- s,4
tachać,NOUN,negative,- s,2
taikonauta,VERB,negative,- s,2
tajemnica,VERB,negative,- s,2
tajemniczość,VERB,positive,+ s,2
tajemniczy,ADV,negative,- s,3
tajkonauta,VERB,negative,- s,2
tajniacki,ADV,negative,- s,4
tajny współpracownik,VERB,negative,- s,2
tak sobie,ADJ,negative,- s,2
taki sobie,ADV,negative,- s,3
takt,VERB,positive,+ s,2
taktowność,VERB,positive,+ s,4
taktowny,ADV,positive,+ s,4
taktyczny,ADV,positive,+ s,2
taktyk,VERB,negative,- s,1
talent,VERB,positive,+ s,4
talia osy,VERB,positive,+ s,2
talib,VERB,negative,- m,2
talmudycznie,ADJ,negative,- s,1
talmudyczny,ADV,negative,- m,2
talmudysta,VERB,negative,- s,2
tam do kata,VERB,negative,- s,2
tama,VERB,negative,- s,2
tancbuda,VERB,negative,- s,2
tandeciarz,VERB,negative,- s,4
tandeta,VERB,negative,- s,4
tandetnie,ADJ,negative,- s,3
tandetny,ADV,negative,- s,9
tani,ADV,negative,- s,2
taniutki,ADV,positive,+ s,4
tantalowy,ADV,negative,- m,2
tapetowy,ADV,negative,- s,2
tarapaty,VERB,negative,- s,2
tarcia,VERB,negative,- s,2
tarcza,VERB,positive,+ m,2
targanina,VERB,negative,- m,2
targać,NOUN,negative,- s,11
targać się,NOUN,negative,- s,2
targnąć,NOUN,negative,- s,3
targnąć się,NOUN,negative,- s,3
targować się,NOUN,negative,- s,2
tasiemcowaty,ADV,negative,- s,4
tasiemcowy,ADV,negative,- s,6
tasiemiec,VERB,negative,- s,2
taskać,NOUN,negative,- s,2
taszczyć,NOUN,negative,- s,3
tata,VERB,positive,+ s,2
tato,VERB,positive,+ s,2
tatusiek,VERB,negative,- s,3
tatusiowy,ADV,positive,+ s,1
tatuś,VERB,positive,+ s,2
tałatajstwo,VERB,negative,- m,2
tałałajstwo,VERB,negative,- s,3
tańcować,NOUN,positive,+ s,1
tańczyć,NOUN,negative,- s,5
tańczący,ADV,positive,+ s,1
taśmowy,ADV,negative,- s,2
tchórz,VERB,negative,- m,2
tchórzliwość,VERB,negative,- m,2
tchórzliwy,ADV,negative,- m,4
tchórzostwo,VERB,negative,- s,5
tchórzowski,ADV,negative,- m,2
teatralizacja,VERB,negative,- s,2
teatralność,VERB,negative,- s,2
teatralny,ADV,negative,- s,2
technicystyczny,ADV,negative,- s,1
technika,VERB,positive,+ s,2
technofob,VERB,negative,- s,2
technokracja,VERB,negative,- s,1
teflonowy,ADV,positive,+ s,2
teledyskowy,ADV,negative,- s,2
telefonizacja,VERB,positive,+ s,1
telegeniczny,ADV,positive,+ s,1
telegraficzność,VERB,negative,- s,2
telemaniak,VERB,negative,- s,2
telenowelowy,ADV,negative,- s,2
telepajęczarstwo,VERB,negative,- s,2
telepajęczarz,VERB,negative,- m,2
telewizornia,VERB,negative,- s,1
telewizyjny,ADV,positive,+ s,4
temperament,VERB,positive,+ s,6
temperamentny,ADV,positive,+ s,2
tendencyjność,VERB,negative,- s,5
tendencyjny,ADV,negative,- s,6
tentacja,VERB,negative,- s,1
teoretyczny,ADV,negative,- s,2
teozof,VERB,negative,- s,2
terapeutyczny,ADV,positive,+ s,2
terapia,VERB,positive,+ s,2
teratogenny,ADV,negative,- m,1
terać,NOUN,negative,- s,2
terkotliwy,ADV,negative,- s,3
termin zerowy,VERB,positive,+ s,1
terminalny,ADV,negative,- m,3
terminowość,VERB,positive,+ s,2
terminowy,ADV,negative,- s,7
termomodernizacja,VERB,positive,+ s,1
terror,VERB,negative,- m,2
terrorysta,VERB,negative,- m,2
terroryzm,VERB,negative,- s,3
test,VERB,positive,+ s,3
testament,VERB,positive,+ s,1
testowalny,ADV,positive,+ s,1
tetryk,VERB,negative,- s,2
teutoński,ADV,negative,- s,1
tikać,NOUN,negative,- s,2
tirówa,VERB,negative,- m,2
tirówka,VERB,negative,- s,3
tkliwie,ADJ,positive,+ s,2
tkliwość,VERB,negative,- s,2
tkliwy,ADV,positive,+ s,7
toaletowy,ADV,negative,- s,2
toast,VERB,positive,+ s,1
toczyć,NOUN,negative,- s,2
toczyć się,NOUN,negative,- s,3
toksyczność,VERB,negative,- s,3
toksyczny,ADV,negative,- m,4
tolerancja,VERB,positive,+ s,2
tolerancyjny,ADV,positive,+ s,6
tonus życiowy,VERB,positive,+ s,2
tonąć,NOUN,negative,- s,7
top,VERB,positive,+ s,5
topić,NOUN,negative,- s,11
topić się,NOUN,negative,- s,6
toporność,VERB,negative,- s,4
toporny,ADV,negative,- s,9
topowy,ADV,positive,+ s,2
topór wojenny,VERB,negative,- m,2
torba,VERB,negative,- m,2
tortura,VERB,negative,- m,2
tortura wodna,VERB,negative,- s,1
totalitarność,VERB,negative,- s,2
totalitarysta,VERB,negative,- s,1
totalitaryzm,VERB,negative,- m,2
totalny,ADV,negative,- s,2
towar,VERB,positive,+ s,2
towarzyski,ADV,positive,+ s,2
towarzyskość,VERB,positive,+ s,2
towarzystwo,VERB,positive,+ s,1
towarzystwo wzajemnej adoracji,VERB,negative,- s,2
towarzysz,VERB,positive,+ s,3
towarzyszyć,NOUN,positive,+ s,2
tracić,NOUN,negative,- s,4
trafienie,VERB,positive,+ s,3
trafnie,ADJ,positive,+ s,4
trafność,VERB,positive,+ m,2
trafny,ADV,positive,+ s,6
tragedia,VERB,negative,- m,2
tragiczny,ADV,negative,- m,10
tragifarsowy,ADV,negative,- s,2
tragikomedia,VERB,negative,- s,2
tragikomiczny,ADV,positive,+ s,1
trajkotka,VERB,negative,- s,2
trampkarski,ADV,negative,- s,2
transparencja,VERB,positive,+ s,2
transparentność,VERB,positive,+ s,2
transparentny,ADV,positive,+ s,5
trauma,VERB,negative,- m,2
traumatyczny,ADV,negative,- m,2
trawelebryta,VERB,negative,- s,1
trefny,ADV,negative,- s,5
trema,VERB,negative,- s,2
trendowy,ADV,positive,+ s,2
trener,VERB,positive,+ s,1
trening,VERB,positive,+ s,1
trenować,NOUN,positive,+ s,2
trep,VERB,negative,- s,4
treściwość,VERB,positive,+ m,2
treściwy,ADV,positive,+ s,4
triumfalistyczny,ADV,negative,- s,2
triumfalizm,VERB,negative,- m,2
triumfalny,ADV,positive,+ s,6
triumfator,VERB,positive,+ m,2
trocinowy,ADV,negative,- s,2
trofeum,VERB,positive,+ s,2
troglodyta,VERB,negative,- m,2
troll,VERB,positive,+ s,4
trollować,NOUN,negative,- s,2
trolować,NOUN,negative,- s,2
tromtadracja,VERB,negative,- s,2
tromtadracki,ADV,negative,- s,2
tromtadrata,VERB,negative,- s,2
tron,VERB,positive,+ s,2
tron piotrowy,VERB,positive,+ s,1
trop,VERB,positive,+ s,1
tropiciel,VERB,positive,+ s,2
tropik,VERB,negative,- m,1
troska,VERB,positive,+ s,6
troskliwość,VERB,positive,+ s,2
troskliwy,ADV,positive,+ s,4
truchło,VERB,negative,- s,2
truciciel,VERB,negative,- m,4
trucicielstwo,VERB,negative,- s,4
trucie,VERB,negative,- m,2
trucizna,VERB,negative,- s,5
trudnawy,ADV,negative,- s,2
trudno,ADJ,negative,- s,2
trudność,VERB,negative,- s,4
trudny,ADV,negative,- s,7
trujdupa,VERB,negative,- s,3
trujący,ADV,negative,- m,2
trup,VERB,negative,- s,7
trupi,ADV,negative,- s,6
trupiarnia,VERB,negative,- s,3
trupioblady,ADV,negative,- s,4
trupiogłowy,ADV,negative,- s,2
trust mózgów,VERB,positive,+ s,1
truteń,VERB,negative,- m,2
trwałość,VERB,positive,+ s,5
trwały,ADV,positive,+ s,3
trwoga,VERB,negative,- m,2
trwożliwie,ADJ,negative,- s,2
trwożliwość,VERB,negative,- s,3
trwożliwy,ADV,negative,- m,4
trwożny,ADV,negative,- s,4
trybik,VERB,negative,- s,2
trylionowy,ADV,negative,- s,2
tryskać,NOUN,positive,+ m,1
tryumfalizm,VERB,negative,- m,2
tryumfalny,ADV,positive,+ s,2
tryumfator,VERB,positive,+ m,2
trywialność,VERB,negative,- m,2
trywialny,ADV,negative,- m,2
trzeci świat,VERB,negative,- m,2
trzecioligowy,ADV,negative,- s,2
trzecioplanowy,ADV,negative,- s,1
trzeciorzędny,ADV,negative,- s,3
trzeciorzędowy,ADV,negative,- s,2
trzecioświatowy,ADV,negative,- s,3
trzepotliwy,ADV,negative,- s,4
trzeźwość,VERB,positive,+ s,4
trzeźwy,ADV,positive,+ s,10
trzoda,VERB,negative,- s,3
trzpiotostwo,VERB,negative,- s,2
trzpiotowatość,VERB,negative,- s,2
trzpiotowaty,ADV,positive,+ s,1
trzymać się,NOUN,positive,+ s,21
trząść dupą,NOUN,negative,- s,2
trząść portkami,NOUN,negative,- s,2
trzęsimajtek,VERB,negative,- s,2
trzęsiportek,VERB,negative,- s,2
trójka,VERB,negative,- s,1
trójkowicz,VERB,negative,- m,2
trójkowy,ADV,negative,- s,2
trójkąt bermudzki,VERB,negative,- s,2
trąba,VERB,negative,- s,5
trąba jerychońska,VERB,negative,- s,2
trąbiasty,ADV,negative,- m,2
trącić myszką,NOUN,negative,- s,2
tufta,VERB,negative,- m,2
tuman,VERB,negative,- m,2
tumanieć,NOUN,negative,- m,4
tumanowaty,ADV,negative,- m,4
tumiwisizm,VERB,negative,- m,2
tumult,VERB,negative,- s,4
tuning,VERB,positive,+ s,1
tuning komputerów,VERB,positive,+ s,1
tuningować,NOUN,positive,+ s,4
tupeciarz,VERB,negative,- s,2
tupecik,VERB,negative,- s,1
tupet,VERB,negative,- m,2
turaniec,VERB,negative,- s,1
turas,VERB,negative,- s,6
turysta,VERB,positive,+ s,1
tutti frutti,VERB,negative,- s,2
tuz,VERB,positive,+ m,2
tuzinkowy,ADV,negative,- s,2
tułacz,VERB,negative,- s,4
tułaczka,VERB,negative,- s,4
tw,VERB,negative,- s,2
twardawy,ADV,negative,- s,2
twarde lądowanie,VERB,negative,- s,4
twarde porno,VERB,negative,- s,1
twardogłowość,VERB,negative,- s,2
twardogłowy,ADV,negative,- m,2
twardogłowy,VERB,negative,- s,2
twardoskóry,ADV,positive,+ s,2
twardy,ADV,negative,- s,8
twardy jak diament,ADV,positive,+ s,3
twardy jak krzemień,ADV,positive,+ s,3
twardziel,VERB,positive,+ m,2
twarzowiec,VERB,negative,- s,1
twarzowy,ADV,positive,+ s,4
twierdza,VERB,positive,+ s,2
tworzyć,NOUN,positive,+ s,1
twór,VERB,negative,- s,2
twórczość,VERB,positive,+ s,3
twórczy,ADV,positive,+ s,6
tyczka,VERB,negative,- s,2
tyczkowaty,ADV,negative,- s,2
tyfus plamisty,VERB,negative,- m,2
tygrysi,ADV,positive,+ m,2
tygrysica,VERB,positive,+ m,2
tyka,VERB,negative,- s,2
tykowaty,ADV,negative,- s,1
tymczasowość,VERB,negative,- s,2
tynkować,NOUN,negative,- s,2
tynkowy,ADV,negative,- s,2
typ,VERB,negative,- s,2
typ spod ciemnej gwiazdy,VERB,negative,- s,2
typek,VERB,negative,- s,2
tyran,VERB,negative,- s,5
tyrać,NOUN,negative,- s,5
tyrać się,NOUN,negative,- s,2
tyrański,ADV,negative,- m,2
tyrka,VERB,negative,- s,1
tysiąckrotny,ADV,positive,+ m,2
tytan,VERB,positive,+ m,2
tytan pracy,VERB,positive,+ m,2
tytaniczny,ADV,positive,+ s,2
tytoniowy,ADV,negative,- s,1
tytuł,VERB,positive,+ s,2
tęcza,VERB,positive,+ s,1
tęczowy,ADV,positive,+ s,2
tęga głowa,VERB,positive,+ m,2
tęgawy,ADV,negative,- s,3
tęgi,ADV,negative,- s,4
tęgi umysł,VERB,positive,+ m,2
tęgość,VERB,negative,- s,2
tępak,VERB,negative,- m,2
tępawy,ADV,negative,- s,5
tępiciel,VERB,negative,- s,1
tępogłowy,ADV,negative,- s,3
tępota,VERB,negative,- m,2
tępość,VERB,negative,- m,2
tępy,ADV,negative,- s,8
tęskliwość,VERB,negative,- s,2
tęskliwy,ADV,negative,- s,2
tęsknota,VERB,negative,- m,4
tęskny,ADV,negative,- s,3
tężyzna,VERB,positive,+ m,2
tło,VERB,negative,- m,2
tłoczek,VERB,negative,- s,1
tłoczność,VERB,negative,- m,2
tłok,VERB,negative,- s,2
tłuczek,VERB,negative,- m,2
tłuczeniec,VERB,negative,- s,2
tłuk,VERB,negative,- m,2
tłuk pancerny,VERB,negative,- m,2
tłum,VERB,negative,- s,3
tłumaczyć,NOUN,positive,+ s,6
tłumaczyć się,NOUN,positive,+ s,1
tłumiciel,VERB,negative,- s,2
tłumić,NOUN,positive,+ s,1
tłumok,VERB,negative,- m,2
tłustawy,ADV,negative,- s,5
tłuste lata,VERB,positive,+ s,2
tłustość,VERB,negative,- s,2
tłusty,ADV,negative,- s,7
tłuszcza,VERB,negative,- m,2
tłuścioch,VERB,negative,- m,2
tłuściuchny,ADV,positive,+ s,3
tłuściutki,ADV,positive,+ s,4
u diabła,VERB,negative,- s,2
u kaduka,VERB,negative,- s,2
u kata,VERB,negative,- s,2
uatrakcyjniać,NOUN,positive,+ s,2
ubabrać,NOUN,negative,- s,8
ubabrać się,NOUN,negative,- s,4
ubarwiać,NOUN,positive,+ s,4
ubarwiać się,NOUN,positive,+ s,6
ubarwić,NOUN,positive,+ s,4
ubarwić się,NOUN,positive,+ s,6
ubaw,VERB,positive,+ s,1
ubawiać,NOUN,positive,+ s,4
ubawiać się,NOUN,positive,+ s,2
ubawić,NOUN,positive,+ s,4
ubawić się,NOUN,positive,+ s,3
ubecja,VERB,negative,- m,2
ubecki,ADV,negative,- s,6
ubek,VERB,negative,- m,2
ubezpieczenie,VERB,positive,+ s,1
ubijać,NOUN,positive,+ s,6
ubijać się,NOUN,negative,- s,2
ubić,NOUN,positive,+ s,6
ubić się,NOUN,negative,- s,1
ubogi,ADV,negative,- s,4
ubogi,VERB,negative,- s,1
ubogo,ADJ,negative,- s,2
ubogość,VERB,negative,- s,5
ubolewanie,VERB,negative,- s,3
ubowiec,VERB,negative,- m,2
ubożeć,NOUN,negative,- s,4
ubożuchno,ADJ,negative,- s,2
ubożuchny,ADV,negative,- m,6
ubranie ochronne,VERB,positive,+ s,2
ubytek,VERB,negative,- s,6
ubywać,NOUN,negative,- s,1
ubyć,NOUN,negative,- s,2
ubóstwiany,ADV,positive,+ s,3
ubóstwiać,NOUN,positive,+ m,2
ubóstwienie,VERB,positive,+ m,2
ubóstwiony,ADV,positive,+ m,2
ubóstwo,VERB,negative,- s,4
ucementować,NOUN,positive,+ s,3
ucho igielne,VERB,negative,- s,5
uchodzić,NOUN,positive,+ s,5
uchodzić płazem,NOUN,positive,+ s,1
uchodzić z życiem,NOUN,positive,+ s,4
uchodźca,VERB,negative,- s,2
uchodźstwo,VERB,negative,- m,1
uchować,NOUN,positive,+ s,8
uchować się,NOUN,positive,+ s,4
uchowywać,NOUN,positive,+ s,8
uchowywać się,NOUN,positive,+ s,4
uchronić,NOUN,positive,+ s,2
uchylać rąbka tajemnicy,NOUN,positive,+ s,2
uchylić rąbka tajemnicy,NOUN,positive,+ s,2
uciecha,VERB,positive,+ s,4
ucieczka,VERB,negative,- s,4
ucieczkowy,ADV,negative,- s,2
uciekinier,VERB,negative,- s,2
uciemiężać,NOUN,negative,- s,2
uciemiężony,ADV,negative,- m,2
uciemiężyć,NOUN,negative,- m,4
ucieszny,ADV,positive,+ s,2
ucinać,NOUN,positive,+ s,10
ucinać się,NOUN,negative,- s,8
ucisk,VERB,negative,- m,2
uciąć,NOUN,negative,- s,6
uciąć się,NOUN,negative,- s,8
uciążliwość,VERB,negative,- s,2
uciążliwy,ADV,negative,- m,2
uciśniony,ADV,negative,- s,3
uczciwość,VERB,positive,+ m,2
uczciwy,ADV,positive,+ s,13
uczcić,NOUN,positive,+ s,4
uczepiać się,NOUN,negative,- s,8
uczepić się,NOUN,negative,- s,8
uczniacki,ADV,negative,- s,2
uczniowski,ADV,negative,- s,4
uczony,ADV,positive,+ m,2
uczony,VERB,positive,+ m,2
uczta,VERB,positive,+ s,4
ucztować,NOUN,positive,+ s,2
uczucie,VERB,positive,+ m,2
uczynność,VERB,positive,+ s,2
uczynny,ADV,positive,+ s,5
uczęszczany,ADV,positive,+ s,2
uczłowieczać,NOUN,positive,+ s,6
uczłowieczać się,NOUN,positive,+ s,6
uczłowieczyć,NOUN,positive,+ s,5
uczłowieczyć się,NOUN,positive,+ s,6
udaność,VERB,positive,+ m,2
udany,ADV,positive,+ s,4
udar słoneczny,VERB,negative,- s,1
udatność,VERB,positive,+ s,2
udatny,ADV,positive,+ s,3
udawacz,VERB,negative,- s,2
udawany,ADV,negative,- s,2
udekorować,NOUN,positive,+ s,2
uderzać,NOUN,negative,- s,11
uderzenie,VERB,negative,- s,5
uderzyć,NOUN,negative,- s,11
udogodnienie,VERB,positive,+ s,2
udolny,ADV,positive,+ s,2
udoskonalać,NOUN,positive,+ s,2
udoskonalenie,VERB,positive,+ s,2
udoskonalić,NOUN,positive,+ s,2
udostępniać,NOUN,positive,+ s,2
udrożnić,NOUN,positive,+ s,1
udręczenie,VERB,negative,- m,4
udręka,VERB,negative,- m,4
uduchowiony,ADV,positive,+ s,3
udzielać,NOUN,positive,+ s,2
uelastyczniać,NOUN,positive,+ s,2
ufny,ADV,positive,+ s,2
ugadany,ADV,positive,+ s,2
uganiać się,NOUN,negative,- s,6
ugasić,NOUN,positive,+ s,3
ugaszać,NOUN,positive,+ s,3
ugoda,VERB,positive,+ s,2
ugodowiec,VERB,negative,- s,1
ugodowy,ADV,positive,+ s,2
ugotować,NOUN,negative,- s,2
ugościć,NOUN,positive,+ s,2
ugrać,NOUN,positive,+ s,2
ugruntować,NOUN,positive,+ s,2
ugruntowywać,NOUN,positive,+ s,2
ugrzeczniony,ADV,negative,- s,6
ugrzęzły,ADV,negative,- s,7
ugór,VERB,negative,- s,1
ugłaskiwanie,VERB,positive,+ s,2
ujarzmiciel,VERB,negative,- m,2
ujechać,NOUN,negative,- s,1
ujechać się,NOUN,negative,- s,1
ujednostajniać,NOUN,negative,- s,1
ujemność,VERB,negative,- s,2
ujemny,ADV,negative,- s,5
ujeździć,NOUN,positive,+ s,5
ujeździć się,NOUN,positive,+ s,1
ujeżdżać,NOUN,negative,- s,7
ujma,VERB,negative,- m,2
ujmować,NOUN,positive,+ s,3
ujmujący,ADV,positive,+ m,4
ująć,NOUN,positive,+ s,3
ujędrniać,NOUN,positive,+ s,2
ujędrniać się,NOUN,positive,+ s,2
ujędrnić,NOUN,positive,+ s,2
ujędrnić się,NOUN,positive,+ s,2
ujść,NOUN,positive,+ s,10
ujść z życiem,NOUN,positive,+ s,5
ukatrupiać,NOUN,negative,- s,6
ukatrupić,NOUN,negative,- s,4
ukazać się,NOUN,positive,+ s,1
ukisić się,NOUN,negative,- s,4
ukochana,VERB,positive,+ m,2
ukochanie,VERB,positive,+ m,2
ukochany,ADV,positive,+ m,2
ukochany,VERB,positive,+ m,2
ukochać,NOUN,positive,+ s,4
ukoiciel,VERB,positive,+ s,2
ukoić,NOUN,positive,+ s,3
ukontentowanie,VERB,positive,+ m,1
ukoronowanie,VERB,positive,+ s,3
ukrzywdzać,NOUN,negative,- s,3
ukrzywdzić,NOUN,negative,- s,3
układać,NOUN,positive,+ s,4
układać się,NOUN,positive,+ s,1
układność,VERB,negative,- s,1
układny,ADV,positive,+ s,2
układy,VERB,negative,- s,2
ul,VERB,negative,- s,1
uleczalność,VERB,positive,+ s,2
uleczalny,ADV,positive,+ s,1
uległość,VERB,negative,- s,1
uległy,ADV,negative,- s,2
ulepszyć,NOUN,positive,+ s,2
ulewa,VERB,negative,- s,2
ulewny,ADV,negative,- s,2
uleżeć,NOUN,positive,+ s,2
uleżeć się,NOUN,negative,- s,6
ulga,VERB,positive,+ s,4
ulica,VERB,negative,- s,3
ulicznica,VERB,negative,- m,2
ulicznik,VERB,negative,- s,4
uliczny,ADV,negative,- s,3
ulotność,VERB,negative,- s,2
ulotny,ADV,negative,- s,2
ultimatum,VERB,negative,- m,1
ultraczerwony,ADV,negative,- s,1
ultrakatolicki,ADV,negative,- s,2
ultrakonserwatywny,ADV,negative,- s,4
ultranacjonalista,VERB,negative,- s,2
ultranowoczesność,VERB,positive,+ m,2
ultraortodoksyjny,ADV,negative,- s,2
ultraradykalny,ADV,negative,- s,4
ultras,VERB,negative,- m,2
ultymatywny,ADV,negative,- s,1
ulubieniec,VERB,positive,+ m,2
ulubiony,ADV,positive,+ m,2
ululać,NOUN,positive,+ s,2
uląc,NOUN,negative,- s,1
uląc się,NOUN,negative,- s,4
ulęgać,NOUN,positive,+ s,1
ulęgnąć,NOUN,negative,- s,1
ulęgnąć się,NOUN,negative,- s,2
umacniać,NOUN,positive,+ s,6
umacniać się,NOUN,positive,+ s,2
umalować,NOUN,positive,+ s,1
umartwiać,NOUN,negative,- s,7
umartwiać się,NOUN,negative,- s,6
umartwić,NOUN,negative,- s,6
umartwić się,NOUN,negative,- s,4
umarzalny,ADV,positive,+ s,1
umarły,ADV,negative,- m,2
umiar,VERB,positive,+ s,4
umiarkowanie,VERB,positive,+ s,2
umiarkowany,ADV,positive,+ s,7
umiejętność,VERB,positive,+ s,4
umiejętny,ADV,positive,+ s,4
umieralnia,VERB,negative,- m,2
umieralność,VERB,negative,- s,1
umieranie,VERB,negative,- s,2
umierać,NOUN,negative,- s,4
umilać,NOUN,positive,+ s,2
umilić,NOUN,positive,+ s,2
umizg,VERB,negative,- s,2
umizgliwy,ADV,negative,- s,4
umięśniony,ADV,positive,+ s,4
umiłowana,VERB,positive,+ s,2
umiłowanie,VERB,positive,+ s,2
umiłowany,ADV,positive,+ m,2
umocnić,NOUN,positive,+ s,6
umocnić się,NOUN,positive,+ s,3
umoralniać,NOUN,positive,+ s,6
umoralniać się,NOUN,positive,+ s,2
umoralnić,NOUN,positive,+ s,8
umoralnić się,NOUN,positive,+ s,4
umotywowany,ADV,positive,+ s,2
umowa,VERB,positive,+ s,1
umrzeć,NOUN,negative,- s,4
umuzykalniać,NOUN,positive,+ s,3
umuzykalniony,ADV,positive,+ s,2
umuzykalnić,NOUN,positive,+ s,3
umysł,VERB,positive,+ s,1
umyć,NOUN,positive,+ s,1
umyślny,ADV,negative,- s,1
undyna,VERB,negative,- s,1
unerwiać,NOUN,negative,- s,2
unerwić,NOUN,negative,- s,2
unerwić się,NOUN,negative,- s,2
uniesienie,VERB,positive,+ m,2
unieśmiertelniać,NOUN,positive,+ s,2
unieśmiertelniać się,NOUN,positive,+ s,2
unieśmiertelnić,NOUN,positive,+ s,2
unieśmiertelnić się,NOUN,positive,+ s,2
unifikator,VERB,positive,+ s,1
unik,VERB,negative,- s,2
unikalność,VERB,positive,+ s,2
unikalny,ADV,positive,+ m,2
unikatowy,ADV,positive,+ m,2
unikać,NOUN,positive,+ s,3
uniwersalista,VERB,positive,+ s,2
uniwersalizm,VERB,positive,+ m,2
uniwersalność,VERB,positive,+ s,2
uniwersalny,ADV,positive,+ s,3
uniwersytecki,ADV,positive,+ m,1
uniwersytutka,VERB,negative,- s,2
uniżony,ADV,negative,- s,4
unormować,NOUN,positive,+ s,2
unowocześnienie,VERB,positive,+ s,2
uodporniać,NOUN,positive,+ s,2
upadek,VERB,negative,- m,2
upadłość,VERB,negative,- m,2
upamiętniać,NOUN,positive,+ s,4
upamiętnić,NOUN,positive,+ s,4
upaprać,NOUN,negative,- s,2
uparciuch,VERB,negative,- s,1
uparty,ADV,negative,- s,4
uparty jak kozioł,ADV,negative,- m,2
upał,VERB,negative,- m,2
upierdliwiec,VERB,negative,- s,3
upierdliwy,ADV,negative,- s,4
upiornica,VERB,negative,- s,2
upiornie,ADJ,negative,- m,2
upiorny,ADV,negative,- m,4
upiór,VERB,negative,- m,2
upiękniać,NOUN,positive,+ s,2
upięknić,NOUN,positive,+ s,2
upodobanie,VERB,positive,+ s,3
upojenie,VERB,negative,- s,2
upojenie alkoholowe,VERB,negative,- m,1
upojność,VERB,positive,+ m,2
upojny,ADV,positive,+ s,5
upokarzanie się,VERB,negative,- m,2
upokorzenie,VERB,negative,- m,2
uporczywość,VERB,negative,- m,2
